Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
21.06.2014;1001;Zwickauer Straße ggü. Haus-Nr. 12;113300; 10,00 € 
21.06.2014;1005;Zwickauer Straße ggü. Haus-Nr. 2;113280; 10,00 € 
21.06.2014;1008;Moselstraße in Höhe von Haus-Nr. 57;113300; 10,00 € 
21.06.2014;1009;Moselstraße in Höhe von Haus-Nr. 57;113300; 10,00 € 
21.06.2014;1011;Moselstraße in Höhe von Haus-Nr. 55;112293; 15,00 € 
21.06.2014;1013;Moselstraße in Höhe von Haus-Nr. 51;113260; 10,00 € 
21.06.2014;1016;Moselstraße in Höhe von Haus-Nr. 26;113300; 10,00 € 
21.06.2014;1029;Lindenstraße in Höhe von Haus-Nr. 100;141313; 25,00 € 
21.06.2014;1038;Lindenstraße ggü. Haus-Nr. 102;113300; 10,00 € 
21.06.2014;1046;Lindenstraße in Höhe von Haus-Nr. 108;112402; 20,00 € 
21.06.2014;1045;Lindenstraße in Höhe von Haus-Nr. 108;141312; 15,00 € 
21.06.2014;1100;Lindenstraße ggü. Haus-Nr. 112;142278; 35,00 € 
21.06.2014;1117;Moselstraße in Höhe von Haus-Nr. 80;112402; 20,00 € 
21.06.2014;1132;Homberger Straße / C1 in Höhe von Haus-Nr. 71;113140; 10,00 € 
21.06.2014;1135;Homberger Straße / C1 in Höhe von Haus-Nr. 78;113140; 10,00 € 
21.06.2014;1138;Homberger Straße / C1 in Höhe von Haus-Nr. 90;113120; 10,00 € 
21.06.2014;1142;Homberger Straße / C1 in Höhe von Haus-Nr. 68;113120; 10,00 € 
21.06.2014;1202;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113120; 10,00 € 
21.06.2014;1227;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
21.06.2014;1228;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
21.06.2014;1231;Mühlenstraße / DE, Parkplatz;113260; 10,00 € 
21.06.2014;1233;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
21.06.2014;1237;Nordring / C2, Parkplatz;113140; 10,00 € 
21.06.2014;1240;Nordring / C2, Parkplatz;113121; 15,00 € 
21.06.2014;1242;Nordring / C2, Parkplatz;113122; 20,00 € 
21.06.2014;1935;Neumarkt / A, Parkplatz;141245; 25,00 € 
22.06.2014;1630;Donaustraße in Höhe von Haus-Nr. 80, Ecke Saarbruecker Str;112402; 20,00 € 
23.06.2014;1059;Annastraße / C3 in Höhe von Haus-Nr. 17;113120; 10,00 € 
23.06.2014;1103;Annastraße / C3 in Höhe von Haus-Nr. 13;113140; 10,00 € 
23.06.2014;1106;Annastraße / C3 in Höhe von Haus-Nr., Ecke Antoniastr.;113140; 10,00 € 
23.06.2014;1110;Xeniastraße in Höhe von Haus-Nr. 12;142103; 10,00 € 
23.06.2014;1114;Asberger Straße / C3 in Höhe von Haus-Nr. 16;113140; 10,00 € 
23.06.2014;847;Mühlenstraße / DE, Parkplatz;329119; 25,00 € 
23.06.2014;900;Mittelstraße / C1 in Höhe von Haus-Nr. 14;141313; 25,00 € 
23.06.2014;1121;Asberger Straße / C3 ggü. Haus-Nr. 10;113143; 25,00 € 
23.06.2014;1449;Asberger Straße / C3 ggü. Haus-Nr. 12;113144; 30,00 € 
23.06.2014;925;Asberger Straße / C3 ggü. Haus-Nr. 14;113140; 10,00 € 
23.06.2014;1116;Asberger Straße / C3 in Höhe von Haus-Nr. 10;113142; 20,00 € 
23.06.2014;1051;Annastraße / C3 in Höhe von Haus-Nr. 29;141314; 25,00 € 
23.06.2014;952;Josefstraße / C3 in Höhe von Haus-Nr. 42;113120; 10,00 € 
23.06.2014;953;Josefstraße / C3 in Höhe von Haus-Nr. 42;113140; 10,00 € 
23.06.2014;955;Josefstraße / C3 ggü. Haus-Nr. 40;113140; 10,00 € 
23.06.2014;957;Josefstraße / C3 ggü. Haus-Nr. 40;113140; 10,00 € 
23.06.2014;1001;Josefstraße / C3 in Höhe von Haus-Nr. 41;113140; 10,00 € 
23.06.2014;1007;Josefstraße / C3 in Höhe von Haus-Nr. 43;113140; 10,00 € 
23.06.2014;1009;Josefstraße / C3 in Höhe von Haus-Nr. 54;113140; 10,00 € 
23.06.2014;1013;Josefstraße / C3 in Höhe von Haus-Nr. 56;113140; 20,00 € 
23.06.2014;1015;Josefstraße / C3 in Höhe von Haus-Nr. 58;113140; 10,00 € 
23.06.2014;1017;Josefstraße / C3 in Höhe von Haus-Nr. 60;113140; 10,00 € 
23.06.2014;1022;Voßrather Straße in Höhe von Haus-Nr. 35;113240; 10,00 € 
23.06.2014;1034;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
23.06.2014;1036;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
23.06.2014;1039;Josefstraße / C3 in Höhe von Haus-Nr. 22;113180; 10,00 € 
23.06.2014;1044;Josefstraße / C3 in Höhe von Haus-Nr. 30;113180; 10,00 € 
23.06.2014;1046;Josefstraße / C3 in Höhe von Haus-Nr. 31;113180; 10,00 € 
23.06.2014;814;Hourtenhofstraße in Höhe von Haus-Nr. 2;141312; 15,00 € 
23.06.2014;1209;Friedrich-Ebert-Platz / De, Parkplatz;141352; 15,00 € 
23.06.2014;1155;Neumarkt / A in Höhe von Haus-Nr. 11;141106; 35,00 € 
23.06.2014;1702;Konrad-Adenauer-Straße, Ecke Kurt-Schumacher-allee;112403; 30,00 € 
23.06.2014;959;Meerstraße / B, Parkplatz;113120; 20,00 € 
23.06.2014;1003;Im Rosenthal ggü. Haus-Nr. 12;113140; 10,00 € 
23.06.2014;1005;Im Rosenthal ggü. Haus-Nr. 12;113140; 10,00 € 
23.06.2014;1010;Meerstraße / B, Schotterplatz;113140; 10,00 € 
23.06.2014;1014;Meerstraße / B, Schotterplatz;113140; 10,00 € 
23.06.2014;1022;Meerstraße / B, Innenhof;113140; 10,00 € 
23.06.2014;1034;Kastell / B in Höhe von Haus-Nr. 11;113180; 10,00 € 
23.06.2014;1047;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1053;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1055;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1057;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1120;Tersteegenstraße / C1 in Höhe von Haus-Nr. 7;141313; 25,00 € 
23.06.2014;1135;Mercatorstraße in Höhe von Haus-Nr. 2;141118; 15,00 € 
23.06.2014;1137;Mercatorstraße in Höhe von Haus-Nr. 4;141118; 15,00 € 
23.06.2014;1139;Mercatorstraße in Höhe von Haus-Nr. 4;141118; 15,00 € 
23.06.2014;1143;Adolf-Krummacher-Straße in Höhe von Haus-Nr. 7;113140; 10,00 € 
23.06.2014;1145;Adolf-Krummacher-Straße in Höhe von Haus-Nr. 7;113140; 10,00 € 
23.06.2014;1153;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 34;141118; 15,00 € 
23.06.2014;1200;Hopfenstraße in Höhe von Haus-Nr. 38;141118; 15,00 € 
23.06.2014;1447;Tersteegenstraße / C1 ggü. Haus-Nr. 1;141118; 15,00 € 
23.06.2014;1052;Kautzstraße / B, Parkplatz;142278; 35,00 € 
23.06.2014;1126;Haagstraße / B in Höhe von Haus-Nr. 1;112402; 20,00 € 
23.06.2014;1142;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1143;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1145;Neumarkt / A, Parkplatz;113122; 20,00 € 
23.06.2014;1146;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.06.2014;1147;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1149;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1151;Neumarkt / A in Höhe von Haus-Nr. 23;141106; 30,00 € 
23.06.2014;1158;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
23.06.2014;1337;Neumarkt / A in Höhe von Haus-Nr., Parkplatz;113150; 10,00 € 
23.06.2014;1338;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1339;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1341;Neumarkt / A, Parkplatz;113121; 15,00 € 
23.06.2014;1343;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.06.2014;1344;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.06.2014;1346;Neumarkt / A, Parkplatz;113150; 10,00 € 
23.06.2014;1351;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1401;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1403;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1405;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1417;Kautzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1418;Kautzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1420;Kautzstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1425;Hopfenstraße in Höhe von Haus-Nr. 38;141118; 15,00 € 
23.06.2014;1502;Asberger Straße / C3 in Höhe von Haus-Nr. 8;113144; 30,00 € 
23.06.2014;1236;Nordring / C2, Parkplatz;113140; 10,00 € 
23.06.2014;1240;Nordring / C2, Parkplatz;113120; 10,00 € 
23.06.2014;1243;Nordring / C2, Parkplatz;113140; 10,00 € 
23.06.2014;1245;Nordring / C2, Parkplatz;113140; 10,00 € 
23.06.2014;1246;Nordring / C2, Parkplatz;113140; 10,00 € 
23.06.2014;849;Unterwallstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
23.06.2014;851;Unterwallstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
23.06.2014;901;Haagstraße / B ggü. Haus-Nr. 26;142278; 35,00 € 
23.06.2014;911;Hopfenstraße in Höhe von Haus-Nr. 18;141118; 15,00 € 
23.06.2014;942;Julius-Leber-Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
23.06.2014;947;Julius-Leber-Straße ggü. Haus-Nr. 14;113240; 10,00 € 
23.06.2014;957;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1153;Neumarkt / A, Parkplatz;113122; 20,00 € 
23.06.2014;1014;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1041;Ostring in Höhe von Haus-Nr. 1;141322; 15,00 € 
23.06.2014;1045;Landwehrstraße / C1, Ecke Hombergerstr.;141352; 15,00 € 
23.06.2014;1048;Josefstraße / C3 in Höhe von Haus-Nr. 35;113180; 10,00 € 
23.06.2014;1058;Annastraße / C3 in Höhe von Haus-Nr. 17;113140; 10,00 € 
23.06.2014;1458;Asberger Straße / C3 in Höhe von Haus-Nr. 5;329119; 25,00 € 
23.06.2014;1551;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1554;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1555;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1600;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1209;Hopfenstraße in Höhe von Haus-Nr. 24;141118; 15,00 € 
23.06.2014;1212;Hopfenstraße in Höhe von Haus-Nr. 15;141118; 15,00 € 
23.06.2014;1218;Kautzstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1221;Kautzstraße / B, Parkplatz;113121; 20,00 € 
23.06.2014;1223;Kautzstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1415;Kautzstraße / B, Parkplatz;113124; 30,00 € 
23.06.2014;1227;Kautzstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1238;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1247;Meerstraße / B, Innenhof;113122; 20,00 € 
23.06.2014;1251;Meerstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;1254;Meerstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1257;Meerstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1333;Oberwallstraße / B in Höhe von Haus-Nr., 4;113140; 10,00 € 
23.06.2014;1337;Oberwallstraße / B in Höhe von Haus-Nr. 10;113120; 10,00 € 
23.06.2014;1347;Ostring / C2 ggü. Haus-Nr. 12;141412; 10,00 € 
23.06.2014;1357;Seminarstraße in Höhe von Haus-Nr., 11;141402; 10,00 € 
23.06.2014;1403;Seminarstraße in Höhe von Haus-Nr. 15;113224; 30,00 € 
23.06.2014;1412;Gellertstraße ggü. Haus-Nr. 24;113240; 10,00 € 
23.06.2014;1628;Bismarckstraße 105;142262; 10,00 € 
23.06.2014;1634;Leissstraße ggü. Haus-Nr. 10;112402; 20,00 € 
23.06.2014;1643;Roseggerstraße 30;112102; 15,00 € 
23.06.2014;1654;Elisabeth-Selbert-Straße ggü. Haus-Nr. 19;142103; 10,00 € 
23.06.2014;1705;Konrad-Adenauer-Straße, Gegen Elisabeth-Selbert-Str.;112402; 20,00 € 
23.06.2014;1708;Konrad-Adenauer-Straße, Ecke Kurt-Schumacher-allee;112402; 20,00 € 
23.06.2014;1710;Konrad-Adenauer-Straße, Ecke Kurt-Schumacher-allee;112402; 20,00 € 
23.06.2014;1719;Parkstraße 5;112042; 15,00 € 
23.06.2014;1830;An der Sandkull 99;112042; 15,00 € 
23.06.2014;1834;An der Sandkull 78, Gegen Poller;112402; 20,00 € 
23.06.2014;1844;Pferdsweide ggü. Haus-Nr. 32, Logistig Moers;141312; 15,00 € 
23.06.2014;1847;Pferdsweide ggü. Haus-Nr. 32, Logistig Moers;141312; 15,00 € 
23.06.2014;1905;Goldammerweg 3a;112216; 35,00 € 
23.06.2014;1910;Schwanenring ggü. Haus-Nr. 3;112402; 20,00 € 
23.06.2014;1912;Schwanenring ggü. Haus-Nr. 5;112402; 20,00 € 
23.06.2014;1914;Schwanenring ggü. Haus-Nr. 5;112402; 20,00 € 
23.06.2014;1916;Schwanenring ggü. Haus-Nr. 3;112402; 20,00 € 
23.06.2014;1448;Tersteegenstraße / C1 ggü. Haus-Nr. 3;141118; 15,00 € 
23.06.2014;1450;Tersteegenstraße / C1 in Höhe von Haus-Nr. 8-10;141118; 15,00 € 
23.06.2014;1453;Tersteegenstraße / C1 in Höhe von Haus-Nr. 19;141312; 15,00 € 
23.06.2014;1518;Niederstraße in Höhe von Haus-Nr. 26;141312; 15,00 € 
23.06.2014;1359;Seminarstraße in Höhe von Haus-Nr. 14;113240; 10,00 € 
23.06.2014;1432;Feldstraße / C1 in Höhe von Haus-Nr. 9;113140; 10,00 € 
23.06.2014;1520;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4d;113140; 10,00 € 
23.06.2014;1533;Homberger Straße / C1 in Höhe von Haus-Nr. 78;113120; 15,00 € 
23.06.2014;1537;Homberger Straße / C1 in Höhe von Haus-Nr. 68;113150; 10,00 € 
23.06.2014;1543;Essenberger Straße / C1, Parkplatz;113122; 20,00 € 
23.06.2014;1556;Mittelstraße / C1 in Höhe von Haus-Nr. 5;113140; 10,00 € 
23.06.2014;1603;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
23.06.2014;1606;Kautzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1609;Kautzstraße / B, Parkplatz;113140; 10,00 € 
23.06.2014;1627;Kautzstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1630;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1633;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
23.06.2014;1637;Kastell / B in Höhe von Haus-Nr. 11;113140; 10,00 € 
23.06.2014;1645;Meerstraße / B ggü. Haus-Nr. 5;113120; 10,00 € 
23.06.2014;931;Unterwallstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
23.06.2014;938;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.06.2014;945;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.06.2014;955;Meerstraße / B in Höhe von Haus-Nr. 11;113140; 10,00 € 
23.06.2014;957;Meerstraße / B, Parkplatz;113120; 10,00 € 
23.06.2014;938;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;1150;Tersteegenstraße / C1 ggü. Haus-Nr. 32;113140; 10,00 € 
23.06.2014;1723;Lintforter Straße 114c, Basista;141413; 15,00 € 
23.06.2014;1602;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1347;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.06.2014;1404;Voßrather Straße in Höhe von Haus-Nr. 10;113244; 30,00 € 
23.06.2014;1257;Neuer Wall 12;112403; 30,00 € 
23.06.2014;1613;Kautzstraße / B, Parkplatz;113123; 25,00 € 
23.06.2014;1620;Hanns-Albeck-Platz in Höhe von Haus-Nr. 1, Volksbank;142278; 35,00 € 
23.06.2014;1246;Hopfenstraße ggü. Haus-Nr. 20;141118; 15,00 € 
23.06.2014;1333;Oberwallstraße / B 19;113141; 15,00 € 
23.06.2014;931;Mühlenstraße / DE;113140; 10,00 € 
23.06.2014;939;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;945;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;1001;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;1000;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;1008;Baerler Straße 6;113240; 15,00 € 
23.06.2014;1014;Baerler Straße 16;113240; 10,00 € 
23.06.2014;1018;Baustraße 18;113240; 10,00 € 
23.06.2014;1023;Diesterwegstraße, Ecke cloudstr;112262; 10,00 € 
23.06.2014;1030;Cloudtstraße 17;113240; 10,00 € 
23.06.2014;1038;Cloudtstraße 7;113240; 10,00 € 
23.06.2014;1042;Seminarstraße ggü. Haus-Nr. 43;113240; 10,00 € 
23.06.2014;1044;Seminarstraße 32;113240; 10,00 € 
23.06.2014;1049;Gabelsbergerstraße 3;113221; 15,00 € 
23.06.2014;1053;Seminarstraße ggü. Haus-Nr. 10;113240; 10,00 € 
23.06.2014;1058;Wilhelm-Schroeder-Straße / C2, Parkplatz;142262; 10,00 € 
23.06.2014;1110;Wilhelm-Schroeder-Straße / C2, Parkplatz Schule;142262; 10,00 € 
23.06.2014;1113;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
23.06.2014;1128;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
23.06.2014;1131;Wilhelm-Schroeder-Straße / C2 ggü. Haus-Nr., Schule;142273; 30,00 € 
23.06.2014;1134;Julius-Genner-Straße 1;141118; 15,00 € 
23.06.2014;1147;Weygoldstraße / C1 9;113140; 10,00 € 
23.06.2014;1213;Friedrich-Ebert-Platz / De, Parkplatz;141352; 15,00 € 
23.06.2014;1223;Homberger Straße / C1 68;113140; 10,00 € 
23.06.2014;1225;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
23.06.2014;1227;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
23.06.2014;1229;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
23.06.2014;1238;Mittelstraße / C1 15;113140; 10,00 € 
23.06.2014;1239;Mittelstraße / C1 21;113123; 25,00 € 
23.06.2014;1604;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1611;Lintforter Straße in Höhe von Haus-Nr. 80;113280; 10,00 € 
23.06.2014;1619;Talstraße ggü. Haus-Nr. 5;113280; 10,00 € 
23.06.2014;1622;Lintforter Straße, Parkplatz;113300; 10,00 € 
23.06.2014;1624;Lintforter Straße, Parkplatz;113300; 10,00 € 
23.06.2014;1626;Lintforter Straße, Parkplatz;113300; 10,00 € 
23.06.2014;1631;Lintforter Straße in Höhe von Haus-Nr. 90;329113; 15,00 € 
23.06.2014;1643;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1645;Markt, Parkplatz;113300; 10,00 € 
23.06.2014;1707;Nordring / C2, Parkplatz;113140; 10,00 € 
23.06.2014;907;Nordring / C2, Parkplatz;113140; 10,00 € 
23.06.2014;914;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;916;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;919;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;921;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;924;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;926;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;929;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
23.06.2014;1920;Wachtelweg ggü. Haus-Nr. 2;141166; 20,00 € 
23.06.2014;1341;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
23.06.2014;1343;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
23.06.2014;1401;Voßrather Straße in Höhe von Haus-Nr. 12;113240; 10,00 € 
23.06.2014;1403;Voßrather Straße in Höhe von Haus-Nr. 10;113240; 10,00 € 
23.06.2014;1447;Asberger Straße / C3 ggü. Haus-Nr. 17;113140; 10,00 € 
24.06.2014;1313;Bethanienstraße, Krankenhaus;141245; 25,00 € 
24.06.2014;1034;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
24.06.2014;1105;Tersteegenstraße / C1 ggü. Haus-Nr. 41;113140; 10,00 € 
24.06.2014;1108;Mercatorstraße in Höhe von Haus-Nr. 2;141118; 15,00 € 
24.06.2014;1111;Mercatorstraße in Höhe von Haus-Nr. 2;141118; 15,00 € 
24.06.2014;1115;Adolf-Krummacher-Straße in Höhe von Haus-Nr. 7;113140; 10,00 € 
24.06.2014;1118;Karl-Hoffmeister-Platz / C1 in Höhe von Haus-Nr. 6;113122; 20,00 € 
24.06.2014;1122;Tersteegenstraße / C1 ggü. Haus-Nr. 34;113140; 10,00 € 
24.06.2014;1127;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 34;141118; 15,00 € 
24.06.2014;1139;Kautzstraße / B, Parkplatz;113122; 20,00 € 
24.06.2014;1142;Kautzstraße / B, Parkplatz;113120; 10,00 € 
24.06.2014;1203;Asberger Straße / C3 ggü. Haus-Nr. 10;113140; 10,00 € 
24.06.2014;1046;Lintforter Straße ggü. Haus-Nr. 91;113300; 10,00 € 
24.06.2014;1054;Lintforter Straße, Parkplatz;113300; 10,00 € 
24.06.2014;1057;Lintforter Straße, Parkplatz;113300; 10,00 € 
24.06.2014;1110;Lintforter Straße in Höhe von Haus-Nr. 85;113280; 10,00 € 
24.06.2014;1113;An der Sandkull, Parkplatz;113300; 10,00 € 
24.06.2014;1115;An der Sandkull, Parkplatz;113300; 10,00 € 
24.06.2014;1119;Stormstraße ggü. Haus-Nr. 97;112402; 20,00 € 
24.06.2014;1120;Stormstraße ggü. Haus-Nr. 97;112402; 20,00 € 
24.06.2014;1121;Stormstraße ggü. Haus-Nr. 97;112403; 30,00 € 
24.06.2014;1125;Stormstraße ggü. Haus-Nr. 97;329119; 25,00 € 
24.06.2014;1201;Asberger Straße / C3 ggü. Haus-Nr. 8;113140; 10,00 € 
24.06.2014;1205;Asberger Straße / C3 ggü. Haus-Nr. 10;113121; 15,00 € 
24.06.2014;1207;Asberger Straße / C3 in Höhe von Haus-Nr. 18;113140; 10,00 € 
24.06.2014;1211;Annastraße / C3 in Höhe von Haus-Nr. 27;113140; 10,00 € 
24.06.2014;1236;Nordring / C2, Parkplatz;113120; 10,00 € 
24.06.2014;1240;Nordring / C2, Parkplatz;113140; 10,00 € 
24.06.2014;1242;Mühlenstraße / DE, Parkplatz;113320; 10,00 € 
24.06.2014;1245;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
24.06.2014;1250;Nordring / C2, Parkplatz;113120; 10,00 € 
24.06.2014;943;Homberger Straße / C1 in Höhe von Haus-Nr. 75;142278; 35,00 € 
24.06.2014;1018;Hopfenstraße in Höhe von Haus-Nr. 25;141118; 15,00 € 
24.06.2014;1023;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
24.06.2014;1044;Meerstraße / B, Parkplatz;141322; 15,00 € 
24.06.2014;1046;Meerstraße / B, Parkplatz;113120; 10,00 € 
24.06.2014;1048;Meerstraße / B, Parkplatz;113140; 10,00 € 
24.06.2014;1050;Meerstraße / B, Parkplatz;113120; 10,00 € 
24.06.2014;1059;Meerstraße / B, Schotterplatz;113120; 10,00 € 
24.06.2014;1146;Fieselstraße ggü. Haus-Nr. 17;141312; 15,00 € 
24.06.2014;1344;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
24.06.2014;1405;Meerstraße / B, Parkplatz;113120; 10,00 € 
24.06.2014;1408;Meerstraße / B, Schotterplatz;113140; 10,00 € 
24.06.2014;1409;Meerstraße / B, Schotterplatz;113121; 15,00 € 
24.06.2014;1419;Meerstraße / B, Schotterplatz;113121; 15,00 € 
24.06.2014;1428;Haagstraße / B in Höhe von Haus-Nr. 11;113120; 10,00 € 
24.06.2014;1437;Hanckwitzstraße / B in Höhe von Haus-Nr., Parkplatz;113140; 10,00 € 
24.06.2014;1438;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
24.06.2014;1440;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
24.06.2014;1456;Filder Straße in Höhe von Haus-Nr. 32;113240; 10,00 € 
24.06.2014;1458;Filder Straße in Höhe von Haus-Nr. 26;113240; 10,00 € 
24.06.2014;1500;Filder Straße in Höhe von Haus-Nr. 22;113240; 10,00 € 
24.06.2014;1501;Filder Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
24.06.2014;1504;Diergardtstraße ggü. Haus-Nr. 14;113240; 10,00 € 
24.06.2014;1507;Wiedstraße in Höhe von Haus-Nr. 18;113240; 10,00 € 
24.06.2014;1510;Wiedstraße ggü. Haus-Nr. 5;113240; 10,00 € 
24.06.2014;1514;Filder Straße in Höhe von Haus-Nr. 8;113240; 10,00 € 
24.06.2014;1516;Filder Straße in Höhe von Haus-Nr. 4;113240; 10,00 € 
24.06.2014;950;Rathausplatz in Höhe von Haus-Nr. 1;141100; 20,00 € 
24.06.2014;1004;Leuschnerstraße in Höhe von Haus-Nr. 37;141322; 15,00 € 
24.06.2014;1014;Lintforter Straße in Höhe von Haus-Nr. 124;101060; 20,00 € 
24.06.2014;1027;Stormstraße ggü. Haus-Nr. 87;112402; 20,00 € 
24.06.2014;1027;Stormstraße ggü. Haus-Nr. 97;112402; 20,00 € 
24.06.2014;1037;Markt, Parkplatz;113300; 10,00 € 
24.06.2014;1040;Markt, Parkplatz;113300; 10,00 € 
24.06.2014;1312;Bethanienstraße, Krankenhaus;142278; 35,00 € 
24.06.2014;1237;Meerstraße / B, Schotterplatz;113120; 10,00 € 
24.06.2014;1241;Im Rosenthal in Höhe von Haus-Nr. 12;113121; 15,00 € 
24.06.2014;1350;Wilhelm-Schroeder-Straße / C2, Bildungszentrum;113140; 10,00 € 
24.06.2014;1407;Gellertstraße ggü. Haus-Nr. 27;113240; 10,00 € 
24.06.2014;1414;Feldstraße / C1 ggü. Haus-Nr., 44;113240; 10,00 € 
24.06.2014;1419;Feldstraße / C1 in Höhe von Haus-Nr. 13;141118; 15,00 € 
24.06.2014;1620;Bullermannshof 19;141312; 15,00 € 
24.06.2014;1652;Bahnenstraße 1a;112403; 30,00 € 
24.06.2014;1704;Cecilienstraße 61;112402; 20,00 € 
24.06.2014;1706;Cecilienstraße 51b;112402; 20,00 € 
24.06.2014;1709;Homberger Straße / C1 357;141112; 20,00 € 
24.06.2014;1730;Lotharstraße 10;141343; 25,00 € 
24.06.2014;1733;Lotharstraße 10;141343; 25,00 € 
24.06.2014;1735;Lotharstraße 10;141343; 25,00 € 
